STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-WGM27101,Cloud  Server Security,WatchGuard WebBlocker 1-yr for Firebox M270,https://www.leadersystems.com.au/Images/NWG-WGM27101.jpg,Watchguard,WGM27101,628.00,783.00
NWG-WG9023,Watchguard Accessories,WatchGuard Firebox T25/T45 Rack Kit,https://www.leadersystems.com.au/Images/NWG-WG9023.jpg,Watchguard,WG9023,72.00,99.00
NWG-WGT25353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25353.jpg,Watchguard,WGT25353,1921.00,2394.00
NWG-WGT45341,Subscriptions  Licensing,WatchGuard Basic Security SuiteRenewal/Upgrade 1-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45341.jpg,Watchguard,WGT45341,696.00,868.00
NWG-WGT47341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47341.jpg,Watchguard,WGT47341,696.00,868.00
NWG-WGT48351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48351.jpg,Watchguard,WGT48351,1810.00,2255.00
NWG-WGT85173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85173.jpg,Watchguard,WGT85173,1505.00,1875.00
NWG-WGT85343,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85343.jpg,Watchguard,WGT85343,3084.00,3843.00
NWG-WGT25341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25341.jpg,Watchguard,WGT25341,400.00,499.00
NWG-WGT25351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25351.jpg,Watchguard,WGT25351,796.00,992.00
NWG-WGPTCH30701,Endpoint  Mobile Protection,Watchguard Endpoint Module - Patch Management - 1 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGPTCH30701.jpg,Watchguard,WGPTCH30701,13.00,17.00
NWG-WGPTCH30301,Endpoint  Mobile Protection,Watchguard Endpoint Module - Patch Management - 1 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGPTCH30301.jpg,Watchguard,WGPTCH30301,23.00,30.00
NWG-WGINSG30501,Endpoint  Mobile Protection,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGINSG30501.jpg,Watchguard,WGINSG30501,13.00,17.00
NWG-WGINSG30403,Endpoint  Mobile Protection,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGINSG30403.jpg,Watchguard,WGINSG30403,37.00,46.00
NWG-WGENCR30601,Endpoint  Mobile Protection,Watchguard Endpoint Module - Full Encryption - 1 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30601.jpg,Watchguard,WGENCR30601,12.00,15.00
NWG-WGT26261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T25-W,https://www.leadersystems.com.au/Images/NWG-WGT26261.jpg,Watchguard,WGT26261,255.00,318.00
NWG-WGT26341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T25-W,https://www.leadersystems.com.au/Images/NWG-WGT26341.jpg,Watchguard,WGT26341,469.00,585.00
NWG-WGT47203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47203.jpg,Watchguard,WGT47203,603.00,751.00
NWG-WGMDR30403,Managed Detection  Response (MDR),WatchGuard Core MDR - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30403.jpg,Watchguard,WGMDR30403,143.00,170.00
NWG-WGMDR30501,Managed Detection  Response (MDR),WatchGuard Core MDR - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30501.jpg,Watchguard,WGMDR30501,53.00,63.00
NWG-WGT47263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47263.jpg,Watchguard,WGT47263,838.00,1045.00
NWG-WGT48175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48175.jpg,Watchguard,WGT48175,1926.00,2444.00
NWG-WGT48201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48201.jpg,Watchguard,WGT48201,330.00,411.00
NWG-WGENCR30101,Endpoint  Mobile Protection,Watchguard Endpoint Module - Full Encryption - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGENCR30101.jpg,Watchguard,WGENCR30101,22.00,28.00
NWG-WGCSM061,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud Small with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCSM061.jpg,Watchguard,WGCSM061,1465.00,1984.00
NWG-WGCLG063,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud Large with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCLG063.jpg,Watchguard,WGCLG063,12962.00,17875.00
NWG-WGCXL671,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud XLarge with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL671.jpg,Watchguard,WGCXL671,24443.00,33708.00
NWG-WGCXL061,Firewalls  Network Security,Trade up to WatchGuard Firebox Cloud XLarge with 1-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGCXL061.jpg,Watchguard,WGCXL061,14581.00,20107.00
NWG-WGVSM001,Firewalls  Network Security,WatchGuard FireboxV Small with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,https://www.leadersystems.com.au/Images/NWG-WGVSM001.jpg,Watchguard,WGVSM001,1396.00,1891.00
NWG-WGVME673,Firewalls  Network Security,Trade up to WatchGuard FireboxV Medium with 3-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVME673.jpg,Watchguard,WGVME673,11373.00,15400.00
NWG-WGVME063,Firewalls  Network Security,Trade up to WatchGuard FireboxV Medium with 3-yr Basic Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVME063.jpg,Watchguard,WGVME063,6081.00,8235.00
NWG-WGVLG003,Firewalls  Network Security,WatchGuard FireboxV Large with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,https://www.leadersystems.com.au/Images/NWG-WGVLG003.jpg,Watchguard,WGVLG003,8814.00,12155.00
NWG-WGVXL641,Firewalls  Network Security,WatchGuard FireboxV XLarge with 1-yr Total Security Suite,https://www.leadersystems.com.au/Images/NWG-WGVXL641.jpg,Watchguard,WGVXL641,29019.00,40017.00
NWG-WGVXL001,Firewalls  Network Security,WatchGuard FireboxV XLarge with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,https://www.leadersystems.com.au/Images/NWG-WGVXL001.jpg,Watchguard,WGVXL001,13885.00,19148.00
NWG-WG8585,Watchguard Accessories,Transceiver 1Gb Short-Range SFP for WatchGuard Firebox M,https://www.leadersystems.com.au/Images/NWG-WG8585.jpg,Watchguard,WG8585,146.00,205.00
NWG-WG8593,Watchguard Accessories,WatchGuard Firebox M 8 Port 1Gb SFP Fiber Module,https://www.leadersystems.com.au/Images/NWG-WG8593.jpg,Watchguard,WG8593,1535.00,2067.00
NWG-WGMDR30201,Managed Detection  Response (MDR),WatchGuard Core MDR - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30201.jpg,Watchguard,WGMDR30201,86.00,103.00
NWG-WGT25171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25171.jpg,Watchguard,WGT25171,192.00,239.00
NWG-WGT25175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25175.jpg,Watchguard,WGT25175,845.00,1072.00
NWG-WGT25201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25201.jpg,Watchguard,WGT25201,141.00,176.00
NWG-WGT25261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25261.jpg,Watchguard,WGT25261,221.00,275.00
NWG-WGT26351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T25-W,https://www.leadersystems.com.au/Images/NWG-WGT26351.jpg,Watchguard,WGT26351,960.00,1197.00
NWG-WGMDR30503,Managed Detection  Response (MDR),WatchGuard Core MDR - 3 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30503.jpg,Watchguard,WGMDR30503,127.00,151.00
NWG-WGT49171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49171.jpg,Watchguard,WGT49171,386.00,481.00
NWG-WGT49341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49341.jpg,Watchguard,WGT49341,909.00,1133.00
NWG-WGT45173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45173.jpg,Watchguard,WGT45173,815.00,1015.00
NWG-WGT45201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45201.jpg,Watchguard,WGT45201,255.00,318.00
NWG-WGT47171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47171.jpg,Watchguard,WGT47171,342.00,427.00
NWG-WGT45203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45203.jpg,Watchguard,WGT45203,585.00,729.00
NWG-WGT45263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45263.jpg,Watchguard,WGT45263,838.00,1045.00
NWG-WGT48353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48353.jpg,Watchguard,WGT48353,4340.00,5408.00
NWG-WGT47175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47175.jpg,Watchguard,WGT47175,1493.00,1894.00
NWG-WGT48261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48261.jpg,Watchguard,WGT48261,492.00,613.00
NWG-WGT48341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48341.jpg,Watchguard,WGT48341,910.00,1135.00
NWG-WGT85171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85171.jpg,Watchguard,WGT85171,623.00,777.00
NWG-WGT85175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85175.jpg,Watchguard,WGT85175,2739.00,3475.00
NWG-WGT85341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85341.jpg,Watchguard,WGT85341,1281.00,1596.00
NWG-WGT85351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85351.jpg,Watchguard,WGT85351,2574.00,3208.00
NWG-WGT26175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T25-W,https://www.leadersystems.com.au/Images/NWG-WGT26175.jpg,Watchguard,WGT26175,1014.00,1287.00
NWG-WGT49263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49263.jpg,Watchguard,WGT49263,980.00,1221.00
NWG-WGT49343,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49343.jpg,Watchguard,WGT49343,2164.00,2696.00
NWG-WGTIS30701,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 5001+ users,https://www.leadersystems.com.au/Images/NWG-WGTIS30701.jpg,Watchguard,WGTIS30701,24.00,31.00
NWG-WGTIS30703,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 5001+ users,https://www.leadersystems.com.au/Images/NWG-WGTIS30703.jpg,Watchguard,WGTIS30703,58.00,73.00
NWG-WGT26201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T25-W,https://www.leadersystems.com.au/Images/NWG-WGT26201.jpg,Watchguard,WGT26201,173.00,216.00
NWG-WGT45353,Subscriptions  Licensing,WatchGuard Total Security SuiteRenewal/Upgrade 3-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45353.jpg,Watchguard,WGT45353,3115.00,3881.00
NWG-WGT47353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47353.jpg,Watchguard,WGT47353,3215.00,4005.00
NWG-WGCXL521,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for Firebox Cloud XLarge - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGCXL521.jpg,Watchguard,WGCXL521,4533.00,5752.00
NWG-WGVXL523,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for FireboxV XLarge - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGVXL523.jpg,Watchguard,WGVXL523,13594.00,17247.00
NWG-WG460521,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for M4600 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WG460521.jpg,Watchguard,WG460521,4546.00,5768.00
NWG-WGT48171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48171.jpg,Watchguard,WGT48171,437.00,544.00
NWG-WGT85203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85203.jpg,Watchguard,WGT85203,1126.00,1403.00
NWG-WGT85261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85261.jpg,Watchguard,WGT85261,696.00,868.00
NWG-WGT25203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25203.jpg,Watchguard,WGT25203,346.00,431.00
NWG-WGT25263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T25,https://www.leadersystems.com.au/Images/NWG-WGT25263.jpg,Watchguard,WGT25263,509.00,635.00
NWG-WGT26353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T25-W,https://www.leadersystems.com.au/Images/NWG-WGT26353.jpg,Watchguard,WGT26353,2301.00,2867.00
NWG-WGTIS30403,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 251 to 500 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30403.jpg,Watchguard,WGTIS30403,90.00,112.00
NWG-WGTIS30601,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 1001 to 5000 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30601.jpg,Watchguard,WGTIS30601,28.00,35.00
NWG-WGTIS30503,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 501 to 1000 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30503.jpg,Watchguard,WGTIS30503,78.00,97.00
NWG-WGT45171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45171.jpg,Watchguard,WGT45171,342.00,427.00
NWG-WGT45175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45175.jpg,Watchguard,WGT45175,1493.00,1894.00
NWG-WGT47173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47173.jpg,Watchguard,WGT47173,815.00,1015.00
NWG-WGMDR30101,Managed Detection  Response (MDR),WatchGuard Core MDR - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30101.jpg,Watchguard,WGMDR30101,99.00,118.00
NWG-WGT47201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47201.jpg,Watchguard,WGT47201,255.00,318.00
NWG-WGT48263,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48263.jpg,Watchguard,WGT48263,1145.00,1427.00
NWG-WGT48343,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T45-W-PoE,https://www.leadersystems.com.au/Images/NWG-WGT48343.jpg,Watchguard,WGT48343,2170.00,2704.00
NWG-WGMDR30103,Managed Detection  Response (MDR),WatchGuard Core MDR - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30103.jpg,Watchguard,WGMDR30103,238.00,283.00
NWG-WGMDR30203,Managed Detection  Response (MDR),WatchGuard Core MDR - 3 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30203.jpg,Watchguard,WGMDR30203,206.00,246.00
NWG-WGMDR30601,Managed Detection  Response (MDR),WatchGuard Core MDR - 1 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30601.jpg,Watchguard,WGMDR30601,46.00,55.00
NWG-WGMDR30701,Managed Detection  Response (MDR),WatchGuard Core MDR - 1 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30701.jpg,Watchguard,WGMDR30701,43.00,52.00
NWG-WGMDR30703,Managed Detection  Response (MDR),WatchGuard Core MDR - 3 Year - 5001+ licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30703.jpg,Watchguard,WGMDR30703,103.00,123.00
NWG-WGT49175,Cloud  Server Security,WatchGuard APT Blocker 5-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49175.jpg,Watchguard,WGT49175,1704.00,2123.00
NWG-WGT49203,Subscriptions  Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49203.jpg,Watchguard,WGT49203,650.00,811.00
NWG-WGT9014,Watchguard Accessories,Power Adapter with Round Connector (Tan) for WatchGuard Firebox T45-CW (AU),https://www.leadersystems.com.au/Images/NWG-WGT9014.jpg,Watchguard,WGT9014,45.00,61.00
NWG-WGT49173,Cloud  Server Security,WatchGuard APT Blocker 3-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49173.jpg,Watchguard,WGT49173,933.00,1162.00
NWG-WGT80351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T80,https://www.leadersystems.com.au/Images/NWG-WGT80351.jpg,Watchguard,WGT80351,2425.00,3022.00
NWG-WGT41351,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox T40-W,https://www.leadersystems.com.au/Images/NWG-WGT41351.jpg,Watchguard,WGT41351,1704.00,2123.00
NWG-WGWUM22023,Subscriptions  Licensing,"WatchGuard USP Wi-Fi Management License 3-yr - Renewal/Upgrade, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWUM22023.jpg,Watchguard,WGWUM22023,311.00,388.00
NWG-WGT20341,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T20,https://www.leadersystems.com.au/Images/NWG-WGT20341.jpg,Watchguard,WGT20341,394.00,492.00
NWG-WGWUM22025,Subscriptions  Licensing,"WatchGuard USP Wi-Fi Management License 5-yr - Renewal/Upgrade, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWUM22025.jpg,Watchguard,WGWUM22025,466.00,581.00
NWG-WGTIS30201,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 51 to 100 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30201.jpg,Watchguard,WGTIS30201,47.00,59.00
NWG-WGMDR30303,Managed Detection  Response (MDR),WatchGuard Core MDR - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30303.jpg,Watchguard,WGMDR30303,174.00,208.00
NWG-WGMDR30401,Managed Detection  Response (MDR),WatchGuard Core MDR - 1 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30401.jpg,Watchguard,WGMDR30401,59.00,71.00
NWG-WGT49353,Subscriptions  Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49353.jpg,Watchguard,WGT49353,4322.00,5384.00
NWG-WGTIS30401,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 251 to 500 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30401.jpg,Watchguard,WGTIS30401,37.00,47.00
NWG-WGTIS30501,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 501 to 1000 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30501.jpg,Watchguard,WGTIS30501,32.00,41.00
NWG-WGTIS30603,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 1001 to 5000 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30603.jpg,Watchguard,WGTIS30603,67.00,84.00
NWG-WGT49201,Subscriptions  Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49201.jpg,Watchguard,WGT49201,274.00,341.00
NWG-WGT49261,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49261.jpg,Watchguard,WGT49261,409.00,510.00
NWG-WGEMA041,Email Security,Panda Email Protection - 1 Year - 51 to 100 users,https://www.leadersystems.com.au/Images/NWG-WGEMA041.jpg,Watchguard,WGEMA041,22.00,30.00
NWG-WGEMA023,Email Security,Panda Email Protection - 3 Year - 11 to 25 users,https://www.leadersystems.com.au/Images/NWG-WGEMA023.jpg,Watchguard,WGEMA023,63.00,83.00
NWG-WGTIS30103,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 1 to 50 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30103.jpg,Watchguard,WGTIS30103,128.00,160.00
NWG-WGTIS30303,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 101 to 250 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30303.jpg,Watchguard,WGTIS30303,100.00,125.00
NWG-WGTIS30101,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 1 to 50 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30101.jpg,Watchguard,WGTIS30101,53.00,67.00
NWG-WGTIS30203,Identity  Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 51 to 100 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30203.jpg,Watchguard,WGTIS30203,114.00,142.00
NWG-WGWSM00625,Subscriptions  Licensing,"WatchGuard Standard Wi-Fi Management License 5-yr - Renewal, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWSM00625.jpg,Watchguard,WGWSM00625,280.00,349.00
NWG-WGWSM00621,Subscriptions  Licensing,"WatchGuard Standard Wi-Fi Management License 1-yr - Renewal, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWSM00621.jpg,Watchguard,WGWSM00621,93.00,117.00
NWG-WGWUM22021,Subscriptions  Licensing,"WatchGuard USP Wi-Fi Management License 1-yr - Renewal/Upgrade, 1 AP",https://www.leadersystems.com.au/Images/NWG-WGWUM22021.jpg,Watchguard,WGWUM22021,155.00,194.00
NWG-WGPSP30301,Endpoint  Mobile Protection,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 101 to 250 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGPSP30301.jpg,Watchguard,WGPSP30301,98.00,123.00
NWG-WGATH30401,Identity  Access Security,WatchGuard AuthPoint - 1 Year - 251 to 500 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGATH30401.jpg,Watchguard,WGATH30401,25.00,31.00
NWG-WGATH30703,Identity  Access Security,WatchGuard AuthPoint - 3 Year - 5001+ Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGATH30703.jpg,Watchguard,WGATH30703,39.00,49.00
NWG-WGDNS30603,Cloud  Server Security,WatchGuard DNSWatchGO - 3 Year - 1001 to 5000 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGDNS30603.jpg,Watchguard,WGDNS30603,59.00,74.00
NWG-WGM48223,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox M4800,https://www.leadersystems.com.au/Images/NWG-WGM48223.jpg,Watchguard,WGM48223,13569.00,17215.00
NWG-WGM58171,Cloud  Server Security,WatchGuard APT Blocker 1-yr for Firebox M5800,https://www.leadersystems.com.au/Images/NWG-WGM58171.jpg,Watchguard,WGM58171,12678.00,16084.00
NWG-WGM58333,Subscriptions  Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox M5800,https://www.leadersystems.com.au/Images/NWG-WGM58333.jpg,Watchguard,WGM58333,64781.00,88279.00
NWG-WGPSP30403,Subscriptions  Licensing,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 251 to 500 Users - License Per User,https://www.leadersystems.com.au/Images/NWG-WGPSP30403.jpg,Watchguard,WGPSP30403,211.00,263.00
NWG-WGM69021801,Subscriptions  Licensing,WatchGuard Cloud 1-month data retention for M690 - 1-yr,https://www.leadersystems.com.au/Images/NWG-WGM69021801.jpg,Watchguard,WGM69021801,2612.00,3254.00
NWG-WGM59040703,Subscriptions  Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox M590,https://www.leadersystems.com.au/Images/NWG-WGM59040703.jpg,Watchguard,WGM59040703,5516.00,6872.00
